session_id,question_id,is_correct
117,2791,True
118,1581,False
118,1471,False
118,1629,True
118,2053,False
118,2205,True
118,2028,True
118,1408,False
118,2300,True
118,1517,True
118,10,False
119,2187,False
119,1164,True
119,1187,False
119,1135,False
119,184,True
119,1114,False
119,1310,False
119,977,False
119,2483,True
119,2360,False
120,1359,False
120,2379,True
120,1521,True
120,1175,False
120,2693,True
120,960,True
120,1602,True
120,172,False
120,1217,False
120,1795,True
121,2554,True
121,1336,True
121,2518,True
121,973,False
121,1189,True
121,1195,True
121,1582,True
121,1175,False
121,1283,True
121,1119,False
122,3029,False
122,1958,True
122,2309,True
122,2587,False
122,2680,False
122,7,True
122,6,False
122,1787,False
122,1677,True
122,1445,False
123,1139,True
123,2264,True
123,1549,True
123,1148,False
123,2128,True
123,1596,False
123,2945,True
123,2874,False
123,2720,False
123,2642,False
124,1121,False
124,2915,True
124,2021,True
124,2313,False
124,1513,False
124,2315,True
124,3076,False
124,1209,True
124,2712,False
124,1115,True
125,1090,True
125,1227,False
125,2870,False
125,95,True
125,2830,False
125,2779,False
125,2350,True
125,1472,True
125,2,False
125,2668,False
126,1254,True
126,22,True
126,58,False
126,1999,True
126,2985,False
126,1800,False
126,1680,False
126,2074,False
126,2301,True
126,1433,True
127,1137,False
127,2673,True
127,1427,False
127,23,True
127,1826,True
127,1426,False
127,2338,False
127,1997,False
127,2484,False
127,2870,True
128,1008,True
128,2696,True
128,2654,True
128,2025,True
128,1294,False
128,1488,True
128,946,True
128,973,True
128,3103,False
128,2799,True
129,2344,False
129,2086,False
129,2283,False
129,965,True
129,2592,False
129,24,True
129,116,False
129,88,True
129,2315,True
129,2765,True
130,1084,False
130,1018,False
130,1368,False
130,1322,True
130,1110,False
130,1593,True
130,1257,True
130,86,False
130,2874,False
130,1663,True
131,1643,True
131,2376,False
131,2671,False
131,1074,True
131,2823,True
131,40,True
131,2155,True
131,1183,False
131,1200,True
131,1057,False
132,40,False
132,1214,False
132,2436,True
132,2837,False
132,2109,True
132,1028,False
132,2354,True
132,1316,True
132,1332,True
132,2938,False
133,1598,False
133,2300,True
133,1497,True
133,2230,True
133,2519,True
133,2566,False
133,3008,True
133,1081,True
133,2883,False
133,1237,False
134,43,False
134,1915,True
134,2836,False
134,1513,True
134,1153,False
134,1079,True
134,29,True
134,1026,False
134,1396,False
134,963,True
135,1118,True
135,15,False
135,2880,True
135,1312,False
135,2650,True
135,1213,True
135,1156,True
135,2856,False
135,1600,False
135,1321,False
136,1571,False
136,1919,True
136,2415,True
136,76,False
136,991,True
136,1512,False
136,1132,False
136,2957,True
136,1854,True
136,2750,False
137,162,True
137,2832,True
137,2323,False
137,1132,False
137,1660,False
137,1139,False
137,1641,True
137,983,True
137,1107,True
137,2125,False
138,2089,True
138,2840,True
138,1000,False
138,172,False
138,2329,True
138,1777,False
138,1314,False
138,1082,False
138,2388,False
138,102,True
139,2956,False
139,1872,True
139,1426,False
139,1187,True
139,1049,True
139,2520,True
139,2363,False
139,134,True
139,2973,False
139,1055,True
140,2770,False
140,1231,True
140,1220,True
140,2904,True
140,2446,True
140,1132,False
140,1099,True
140,1287,False
140,3092,False
140,1058,False
141,1813,True
141,2019,False
141,1210,True
141,2690,False
141,2523,True
141,1281,True
141,1654,True
141,2190,True
141,2498,False
141,2426,True
142,1554,False
142,2776,True
142,2914,False
142,16,True
142,1287,False
142,1195,False
142,2753,False
142,1231,True
142,1233,True
142,955,True
143,988,True
143,2633,True
143,1253,False
143,977,False
143,1392,False
143,1188,False
143,1287,False
143,1335,False
143,58,True
143,1016,False
144,2230,True
144,1067,False
144,1011,False
144,2386,False
144,1433,False
144,10,True
144,955,True
144,1700,True
144,1304,True
144,1391,False
145,1063,False
145,3074,False
145,2898,True
145,2558,False
145,2143,True
145,1171,False
145,1278,True
145,1013,False
145,1079,False
145,2109,False
146,2468,True
146,1795,False
146,2955,True
146,125,True
146,1328,True
146,1227,True
146,1079,False
146,2000,True
146,1064,True
146,1542,False
147,32,True
147,1516,False
147,2438,False
147,1445,True
147,1172,False
147,1328,True
147,2825,False
147,1847,True
147,2450,True
147,2316,False
148,1372,False
148,1629,True
148,1016,True
148,2980,False
148,146,False
148,1829,True
148,1680,True
148,2309,False
148,1861,False
148,2644,False
149,1300,True
149,1919,True
149,1498,False
149,85,False
149,1513,False
149,28,True
149,66,False
149,1058,False
149,1855,True
149,2569,True
150,36,False
150,1916,True
150,24,False
150,1566,False
150,2300,False
150,1934,False
150,2002,True
150,1048,False
150,2932,True
150,2917,False
151,2111,False
151,1124,False
151,2888,False
151,1164,False
151,1121,True
151,2316,False
151,1029,False
151,313,False
151,2296,False
151,2939,False
152,202,False
152,1383,True
152,2420,False
152,1143,False
152,1144,False
152,952,True
152,1149,False
152,3010,True
152,44,False
152,2566,False
153,2561,True
153,25,False
153,1771,True
153,1539,False
153,1438,False
153,1339,False
153,1427,True
153,2670,False
153,2899,False
153,2074,True
154,2528,True
154,34,False
154,1182,False
154,2320,False
154,1561,False
154,2282,False
154,1841,False
154,1783,True
154,2325,False
154,2910,False
155,1257,True
155,1748,True
155,2754,True
155,2878,False
155,2927,False
155,1600,True
155,1073,True
155,1049,True
155,1121,False
155,2547,True
156,2718,False
156,2970,True
156,958,False
156,1162,True
156,1325,True
156,2874,True
156,2727,True
156,2644,False
156,1271,True
156,2855,True
157,1187,False
157,1111,False
157,49,True
157,3087,False
157,981,True
157,2468,False
157,1648,True
157,1640,False
157,2342,True
157,2915,True
158,2463,False
158,146,False
158,2787,False
158,2908,True
158,1854,True
158,946,False
158,1090,False
158,86,False
158,1004,False
158,1477,True
159,1018,True
159,2376,True
159,3021,False
159,2371,True
159,1793,False
159,2351,False
159,1354,False
159,1799,True
159,1303,False
159,1307,True
160,1680,True
160,976,True
160,2200,False
160,1134,False
160,950,True
160,59,False
160,1763,True
160,2746,False
160,993,False
160,1035,True
161,2545,True
161,1451,True
161,3093,False
161,1520,False
161,1416,False
161,1915,True
161,1339,True
161,1355,True
161,5,False
161,977,True
162,4,False
162,2554,True
162,2751,True
162,1777,True
162,86,False
162,1636,False
162,2791,True
162,1059,False
162,2783,True
162,1272,False
163,34,False
163,2619,False
163,957,True
163,2871,True
163,1587,False
163,1207,False
163,1932,False
163,2799,True
163,41,False
163,1767,False
164,1241,False
164,1255,True
164,2881,False
164,1436,True
164,1089,True
164,2943,True
164,966,True
164,1905,False
164,2076,False
164,2374,False
165,1796,True
165,2973,True
165,2302,False
165,2446,True
165,21,False
165,2722,False
165,2558,True
165,2319,False
165,1285,False
165,3008,False
166,2714,False
166,1366,True
166,2562,False
166,2379,False
166,2455,True
166,87,False
166,958,False
166,1333,True
166,2616,True
166,2874,False
167,1204,True
167,949,False
167,2531,False
167,1662,True
167,1664,False
167,1137,True
167,2313,True
167,2296,False
167,1308,False
167,2917,False
168,1233,False
168,2296,False
168,2671,False
168,1260,False
168,2511,True
168,980,True
168,2318,True
168,5,False
168,2766,True
168,1211,False
169,2457,False
169,2671,False
169,1547,True
169,1154,True
169,2322,True
169,2844,False
169,1326,False
169,1676,True
169,1709,True
169,2397,True
170,2541,True
170,2499,False
170,2539,True
170,1160,False
170,163,True
170,2383,False
170,2597,True
170,2377,False
170,2468,False
170,2500,False
171,1589,False
171,83,True
171,1196,False
171,2400,False
171,2049,True
171,1071,True
171,2426,True
171,1680,True
171,2938,True
171,2336,True
172,1094,False
172,1904,True
172,2813,False
172,2531,True
172,56,True
172,127,False
172,1642,True
172,1879,True
172,2800,False
172,2574,False
173,1036,True
173,2200,True
173,1473,True
173,2786,False
173,23,False
173,2508,True
173,1618,True
173,1539,False
173,1262,False
173,1101,False
174,1084,True
174,1041,False
174,2739,False
174,1200,False
174,1931,False
174,134,False
174,1061,True
174,2860,True
174,1716,True
174,1605,False
175,1683,False
175,1357,True
175,2825,True
175,2848,False
175,2,False
175,2397,True
175,1001,True
175,2833,False
175,1928,True
175,171,True
176,2371,False
176,2738,True
176,1620,False
176,1629,False
176,1161,True
176,1246,False
176,1120,False
176,1634,False
176,981,True
176,1813,False
177,1916,False
177,1923,False
177,1170,False
177,2747,False
177,85,True
177,2742,True
177,1074,False
177,2020,False
177,1755,True
177,2765,False
178,1488,False
178,2472,True
178,1105,True
178,1425,False
178,1012,True
178,1086,False
178,148,False
178,1390,True
178,299,False
178,959,True
179,2855,False
179,2650,False
179,2297,False
179,2761,True
179,1088,False
179,1847,True
179,129,True
179,2756,False
179,1009,True
179,2820,True
180,2301,False
180,2521,False
180,2398,False
180,1598,True
180,2510,False
180,1151,True
180,1685,True
180,1862,True
180,1470,False
180,2592,False
181,2846,False
181,2579,True
181,2786,True
181,1354,True
181,2747,False
181,1884,False
181,1052,True
181,200,False
181,1552,True
181,1021,False
182,1132,False
182,1486,False
182,2731,False
182,2419,True
182,1278,True
182,1107,False
182,2740,False
182,2268,False
182,1173,False
182,2966,False
183,127,True
183,1549,True
183,2472,False
183,2727,False
183,2005,True
183,2589,True
183,2299,True
183,1192,False
183,1574,True
183,2400,False
184,2831,False
184,1325,True
184,1342,False
184,41,True
184,1068,True
184,3100,False
184,2738,True
184,2443,False
184,1855,False
184,1821,True
185,3014,True
185,2443,True
185,40,True
185,1246,True
185,1107,False
185,2502,False
185,1539,True
185,1488,False
185,1728,False
185,2769,False
186,2328,False
186,1719,False
186,1664,True
186,1663,True
186,2321,True
186,1258,True
186,99,True
186,158,False
186,2155,True
186,2917,False
187,1020,True
187,1110,False
187,1097,True
187,1301,True
187,2642,True
187,1098,False
187,17,True
187,1271,False
187,1753,False
187,1017,True
188,1119,False
188,1160,True
188,2355,True
188,1200,True
188,2308,False
188,2970,False
188,1372,False
188,1691,True
188,2021,True
188,2438,True
189,1163,False
189,2855,False
189,2235,False
189,2569,True
189,1174,True
189,2385,True
189,120,True
189,1148,False
189,2765,True
189,2807,False
190,2868,False
190,2333,True
190,971,False
190,1391,False
190,2899,True
190,1587,False
190,990,False
190,1245,True
190,2955,False
190,2396,True
191,1020,False
191,1499,False
191,1199,True
191,980,False
191,2205,False
191,2398,False
191,2002,False
191,1341,False
191,1000,False
191,2740,False
192,2579,True
192,953,True
192,1179,True
192,991,False
192,1331,True
192,1345,True
192,2717,False
192,984,False
192,1488,False
192,1150,True
193,1229,False
193,1097,False
193,2579,True
193,1174,False
193,2102,True
193,2905,False
193,1477,False
193,976,False
193,2297,False
193,2839,True
194,1109,False
194,2757,False
194,59,False
194,2340,False
194,1030,True
194,1209,True
194,116,False
194,1542,False
194,1124,False
194,1064,False
195,2714,False
195,2829,True
195,2390,True
195,2613,True
195,2871,True
195,2734,False
195,2739,False
195,2344,False
195,2657,False
195,2049,True
196,2040,True
196,2716,True
196,3014,False
196,2053,True
196,1214,True
196,2980,True
196,2754,True
196,1093,True
196,1290,True
196,2846,True
197,1314,True
197,982,True
197,54,True
197,1791,False
197,1789,False
197,1316,True
197,1405,True
197,2282,False
197,1346,False
197,2966,True
198,2585,False
198,2312,False
198,1026,True
198,1800,True
198,2720,False
198,2791,False
198,1716,True
198,1513,False
198,1060,False
198,1118,True
199,42,True
199,1069,False
199,25,False
199,1573,False
199,31,False
199,1341,True
199,991,False
199,2731,False
199,2880,False
199,1920,True
200,1214,True
200,2423,False
200,1387,True
200,313,True
200,2868,True
200,2680,True
200,1166,True
200,1094,False
200,1063,False
200,2339,False
201,471,False
201,1167,True
201,1523,False
201,1004,True
201,1954,True
201,2878,False
201,2782,True
201,1861,False
201,2753,False
201,1682,True
202,2844,False
202,2446,True
202,1537,False
202,2438,True
202,2327,False
202,1218,True
202,1081,False
202,1520,True
202,1261,True
202,1354,False
203,2521,True
203,2566,True
203,123,True
203,982,True
203,1258,True
203,1322,True
203,1027,True
203,1715,False
203,1896,True
203,1348,True
204,1302,True
204,1477,False
204,2328,True
